,Unnamed: 0.1,Unnamed: 0,mz,rt,rt1,rt2,intensity,pic_label,score_inf,snr_inf,snr_mock,score_mock
1917,1917,1917,607.2729463087169,3247.8504791766104,3226.9962722435102,3261.332681216251,2248915.30078125,3247.8504791766104_607.2729463087169_2248915.30078125,0.0,5.377238969368666,0.0,0.0
1918,1918,1918,611.2823805243506,3265.424464283209,3249.1244302167897,3277.98353866482,5366294.983886719,3265.424464283209_611.2823805243506_5366294.983886719,0.0,4.588216667686692,0.0,0.0
1923,1923,1923,550.3083069779553,3250.7784753144124,3236.05957213782,3265.2851910963,1508316.16015625,3250.7784753144124_550.3083069779553_1508316.16015625,0.9054561728644592,8.21822861780136,0.0,
1925,1925,1925,527.7457457688965,3251.34900542152,3233.03870419407,3266.9848411455,3119471.521484375,3251.34900542152_527.7457457688965_3119471.521484375,0.0,6.819752995341619,0.0,0.0
1927,1927,1927,576.7502706430043,3252.253816318484,3230.01739970589,3270.67889408019,3977828.905761719,3252.253816318484_576.7502706430043_3977828.905761719,0.0,6.568500702019237,0.0,
1929,1929,1929,608.2978086363194,3254.467266768685,3239.02994457624,3263.28132418539,1390992.0224609375,3254.467266768685_608.2978086363194_1390992.0224609375,0.0,6.367316195765939,0.0,0.0
1932,1932,1932,513.7203679741596,3265.038252647321,3246.96741870783,3287.25631121541,5887567.287109375,3265.038252647321_513.7203679741596_5887567.287109375,1.8454380530118388,8.684195503027286,0.0,0.0
1935,1935,1935,378.8637681823235,3271.27801187196,3246.96741870783,3284.3387772216897,3324216.656738281,3271.27801187196_378.8637681823235_3324216.656738281,0.0,5.5435719006178665,0.0,0.0
1936,1936,1936,578.3167599964116,3265.8634296206387,3257.0705116167005,3279.8301191702108,2310990.7197265625,3265.8634296206387_578.3167599964116_2310990.7197265625,1.1210002543157591,5.571862252750712,0.0,
1938,1938,1938,553.2559601871045,3279.5285995159225,3273.95115820314,3293.30906704809,1665126.59375,3279.5285995159225_553.2559601871045_1665126.59375,0.0,6.669086277696853,1.6512344827222794,0.0
1947,1947,1947,410.559419708561,3308.7514955804545,3287.25631121541,3317.1196312084203,988008.8432617188,3308.7514955804545_410.559419708561_988008.8432617188,0.0,6.608780387642216,0.0,
1949,1949,1949,518.2953538326518,3280.8692347344067,3273.95115820314,3299.2803221120703,1720474.3046875,3280.8692347344067_518.2953538326518_1720474.3046875,0.0,4.48395920310878,0.0,0.0
1951,1951,1951,589.8106486675289,3284.2507229746816,3281.8797316923296,3299.2803221120703,623594.6171875,3284.2507229746816_589.8106486675289_623594.6171875,0.0,7.203388655567061,0.0,
1952,1952,1952,639.2923264798131,3291.36483326147,3279.8301191702108,3307.58886364842,1032892.5244140624,3291.36483326147_639.2923264798131_1032892.5244140624,1.4741445794022945,9.767709750259517,0.0,0.0
1953,1953,1953,406.23163099109,3291.920905913019,3265.2851910963,3325.9188875331897,6765297.504394531,3291.920905913019_406.23163099109_6765297.504394531,1.4402526692726958,8.013021994634611,0.0,0.0
1956,1956,1956,363.8334315983228,3296.285572441617,3279.8301191702108,3309.742901124,646172.7021484375,3296.285572441617_363.8334315983228_646172.7021484375,0.0,6.525626195856521,0.0,0.0
1960,1960,1960,622.3243067698463,3294.2375922632627,3284.3387772216897,3309.742901124,2691727.556640625,3294.2375922632627_622.3243067698463_2691727.556640625,2.154893860525676,9.298749367433397,0.0,
1961,1961,1961,749.8174621969627,3294.533247215953,3281.8797316923296,3314.71110812571,1736807.486328125,3294.533247215953_749.8174621969627_1736807.486328125,1.1415448396062997,7.739485108534569,0.0,
1962,1962,1962,368.5606210746848,3287.496750018713,3276.03486267471,3314.71110812571,1507798.8740234375,3287.496750018713_368.5606210746848_1507798.8740234375,0.0,7.697403430200806,0.0,0.0
1967,1967,1967,554.2452543445813,3290.743685580276,3277.98353866482,3309.742901124,2790932.704589844,3290.743685580276_554.2452543445813_2790932.704589844,0.0,5.180276901307006,0.0,0.0
1971,1971,1971,464.7310809946814,3295.4623114281894,3276.03486267471,3323.0499340667707,23242066.591796875,3295.4623114281894_464.7310809946814_23242066.591796875,0.9893139790562934,14.81043773023455,0.0,
1972,1972,1972,569.7853089015251,3296.9440543159044,3293.30906704809,3317.1196312084203,1024867.095703125,3296.9440543159044_569.7853089015251_1024867.095703125,0.0,9.436921147562812,0.0,
1976,1976,1976,579.2564875208119,3306.791725430955,3293.30906704809,3314.71110812571,712274.4052734375,3306.791725430955_579.2564875208119_712274.4052734375,0.0,7.126414060206042,0.0,
1978,1978,1978,517.2685964086534,3319.712821114472,3299.2803221120703,3352.82013670347,8634465.293579102,3319.712821114472_517.2685964086534_8634465.293579102,0.0,13.258650854020203,1.967428497412008,0.0
1979,1979,1979,571.7969196691147,3303.4181596175004,3290.25793663407,3314.71110812571,1178996.0966796875,3303.4181596175004_571.7969196691147_1178996.0966796875,1.9887234506753144,5.639927378112469,1.5884830834889734,0.0
1982,1982,1982,405.8337130978412,3308.61235926498,3293.30906704809,3325.9188875331897,1505595.7768554688,3308.61235926498_405.8337130978412_1505595.7768554688,1.41039574386266,4.50950084821138,0.0,
1986,1986,1986,494.2773490032214,3308.16197747893,3293.30906704809,3323.0499340667707,1609915.109375,3308.16197747893_494.2773490032214_1609915.109375,0.0,8.185797228967674,0.0,0.0
1992,1992,1992,458.267258231373,3311.238917859216,3296.3265105858,3328.89077464488,1079807.84375,3311.238917859216_458.267258231373_1079807.84375,0.912149478485032,4.421520611189893,0.0,0.0
1998,1998,1998,523.2871656629039,3310.937967117907,3272.37430862334,3355.87471715355,2411414.905273437,3310.937967117907_523.2871656629039_2411414.905273437,0.6041388780351367,8.216454327351308,0.0,0.0
1999,1999,1999,557.2164648739546,3320.077794974811,3302.1822141780603,3334.93855110552,2214004.48046875,3320.077794974811_557.2164648739546_2214004.48046875,0.0,10.371648009986783,0.0,
2001,2001,2001,398.2199043449264,3321.250260483147,3299.2803221120703,3361.95003703974,1473734.9813232422,3321.250260483147_398.2199043449264_1473734.9813232422,0.1894461761050533,6.588658472732483,0.0,0.0
2002,2002,2002,406.1790145404634,3320.8700004409293,3307.58886364842,3331.9147911444,622872.724609375,3320.8700004409293_406.1790145404634_622872.724609375,0.0,5.00108413397769,0.0,0.0
2004,2004,2004,532.7093341740422,3317.501355031981,3307.58886364842,3331.9147911444,525153.7807617188,3317.501355031981_532.7093341740422_525153.7807617188,0.0,4.299452423053822,0.0,
2007,2007,2007,393.5711808870107,3317.8246161256625,3302.1822141780603,3331.9147911444,2048892.1362304688,3317.8246161256625_393.5711808870107_2048892.1362304688,0.0,5.705027098689829,0.0,
2010,2010,2010,577.3371796737948,3319.251024236141,3307.58886364842,3331.9147911444,757543.7734375,3319.251024236141_577.3371796737948_757543.7734375,0.0,6.094242127740033,0.0,
2011,2011,2011,583.7274615360341,3320.823022954202,3299.2803221120703,3337.97466770553,2662033.945800781,3320.823022954202_583.7274615360341_2662033.945800781,0.0,11.14575101984878,0.0,0.0
2016,2016,2016,632.8016567541381,3333.8281857605216,3305.0888162031,3349.81627921008,987197.9599609376,3333.8281857605216_632.8016567541381_987197.9599609376,0.6613269812201151,9.69776424006644,0.0,0.0
2017,2017,2017,465.27422484752935,3316.127867185074,3293.30906704809,3337.97466770553,11460332.38232422,3316.127867185074_465.27422484752935_11460332.38232422,0.0,12.63992005247554,0.0,0.0
2021,2021,2021,686.3068479557885,3331.4067875168985,3317.1196312084203,3346.9515132084,1346512.1713867188,3331.4067875168985_686.3068479557885_1346512.1713867188,0.0,8.261019506713055,0.0,
2022,2022,2022,463.7511331680896,3324.3628916898747,3299.2803221120703,3370.78806570909,7773515.159179687,3324.3628916898747_463.7511331680896_7773515.159179687,0.1300862584148763,5.337131289222191,0.0,0.0
2026,2026,2026,476.529842765079,3337.4270397739624,3325.9188875331897,3346.9515132084,722415.6201171875,3337.4270397739624_476.529842765079_722415.6201171875,0.0,6.223840324807595,0.0,
2028,2028,2028,563.3072697728057,3327.6711270622845,3314.71110812571,3344.03172413256,1557726.4951171875,3327.6711270622845_563.3072697728057_1557726.4951171875,0.9283874670769452,10.410130260393004,0.0,0.0
2030,2030,2030,717.8666518348821,3336.932880608924,3325.9188875331897,3346.9515132084,833652.23828125,3336.932880608924_717.8666518348821_833652.23828125,0.6920959855114124,9.684849222538578,0.0,
2032,2032,2032,431.1847673913164,3334.3043694109715,3317.1196312084203,3358.89092258358,2981324.2138671875,3334.3043694109715_431.1847673913164_2981324.2138671875,0.0,9.056962936497408,0.0,0.0
2034,2034,2034,601.7573348888191,3337.5304433460583,3325.9188875331897,3346.9515132084,501794.98046875,3337.5304433460583_601.7573348888191_501794.98046875,0.0,9.433813307044602,0.0,
2036,2036,2036,573.7801359536769,3335.3613994962534,3317.1196312084203,3358.89092258358,6143757.036865234,3335.3613994962534_573.7801359536769_6143757.036865234,0.0,10.137207954676471,0.0,
2037,2037,2037,386.88098237036826,3370.088062568872,3328.89077464488,3391.59251061822,1089902.4716796875,3370.088062568872_386.88098237036826_1089902.4716796875,0.0544614549461132,7.310697266779579,0.0,0.0
2040,2040,2040,770.4045027096035,3344.76493194043,3328.89077464488,3352.82013670347,775754.681640625,3344.76493194043_770.4045027096035_775754.681640625,0.0,6.046040705635958,0.0,
2042,2042,2042,499.2553910664655,3344.252734837512,3331.9147911444,3361.95003703974,2558430.3247070312,3344.252734837512_499.2553910664655_2558430.3247070312,0.0,13.355149803340415,0.0,0.0
2046,2046,2046,552.754906711453,3335.3574799947123,3312.3035825862903,3382.5233656539904,20995920.23828125,3335.3574799947123_552.754906711453_20995920.23828125,0.0,14.262690320768808,0.0,
2051,2051,2051,358.2227503474594,3337.720156074213,3325.9188875331897,3361.95003703974,1034485.1669921876,3337.720156074213_358.2227503474594_1034485.1669921876,0.0,7.438098883701548,0.0,
2058,2058,2058,533.7927851286438,3357.762893934628,3349.81627921008,3370.78806570909,936457.681640625,3357.762893934628_533.7927851286438_936457.681640625,1.1858192434096555,9.55851760384546,0.0,
2061,2061,2061,583.3095561779342,3361.669103012777,3334.93855110552,3376.57546464348,3292317.0732421875,3361.669103012777_583.3095561779342_3292317.0732421875,0.0,10.25802390810718,0.0,0.0
2062,2062,2062,655.7733012139606,3363.2656469506155,3352.82013670347,3379.53994063284,1855981.771972656,3363.2656469506155_655.7733012139606_1855981.771972656,1.0347815402309766,12.614975675992214,0.0,
2065,2065,2065,537.2184964804156,3364.9218722009705,3349.81627921008,3379.53994063284,1016605.8933105468,3364.9218722009705_537.2184964804156_1016605.8933105468,0.0,7.727327317940516,0.0,0.0
2067,2067,2067,440.2131748945205,3372.4007326173846,3364.95850113774,3379.53994063284,715702.9931640625,3372.4007326173846_440.2131748945205_715702.9931640625,1.3347979020011316,7.061080737576827,0.0,0.0
2068,2068,2068,443.5543425422165,3375.876636288621,3361.95003703974,3397.52454964065,860844.8017578125,3375.876636288621_443.5543425422165_860844.8017578125,0.0,9.772123844388924,0.0,
2073,2073,2073,406.8722310285439,3382.335969546754,3358.89092258358,3397.52454964065,2286624.896484375,3382.335969546754_406.8722310285439_2286624.896484375,0.0,9.386691293186985,0.0,0.0
2075,2075,2075,542.2194423143899,3370.2742433600874,3358.89092258358,3388.57626620676,1536194.1215820312,3370.2742433600874_542.2194423143899_1536194.1215820312,0.0,9.228369207086622,0.0,0.0
2078,2078,2078,574.7268458035678,3379.529972140185,3367.92377523327,3391.59251061822,1085401.4873046875,3379.529972140185_574.7268458035678_1085401.4873046875,0.0,6.410287940770714,0.0,0.0
2081,2081,2081,662.312942714544,3381.6764341433795,3361.95003703974,3397.52454964065,2688083.212890625,3381.6764341433795_662.312942714544_2688083.212890625,0.0,11.929469265618994,0.0,0.0
2091,2091,2091,679.8273929549185,3381.819077036801,3370.78806570909,3391.59251061822,1196676.576171875,3381.819077036801_679.8273929549185_1196676.576171875,0.0,10.009200700578903,0.0,
2095,2095,2095,376.5488408807551,3391.663165739138,3376.57546464348,3394.63529912376,935022.068359375,3391.663165739138_376.5488408807551_935022.068359375,0.0,6.3765193508346885,0.0,
2100,2100,2100,402.7231773110751,3386.5183501870683,3364.95850113774,3406.32444862269,8311562.933349609,3386.5183501870683_402.7231773110751_8311562.933349609,1.5855802617889794,12.11469825960154,0.0,0.0
2101,2101,2101,442.24382968135296,3387.214751859952,3367.92377523327,3403.26719454669,1851628.919921875,3387.214751859952_442.24382968135296_1851628.919921875,0.8361781298902075,6.908403993271041,0.0,
2106,2106,2106,606.271554246741,3391.09539975093,3364.95850113774,3418.44209865477,8332890.75390625,3391.09539975093_606.271554246741_8332890.75390625,0.0,11.878664098192344,0.0,0.0
2108,2108,2108,429.2454370168858,3389.4978848981327,3379.53994063284,3403.26719454669,2857982.40234375,3389.4978848981327_429.2454370168858_2857982.40234375,1.6943016911139626,8.521377597703808,0.0,0.0
2112,2112,2112,542.2467453458298,3401.138960101752,3394.63529912376,3412.40450660133,2093490.515625,3401.138960101752_542.2467453458298_2093490.515625,0.0,6.4468228367649525,1.2330153158613903,
2114,2114,2114,361.8337903791952,3401.284138267349,3370.78806570909,3421.45978561785,2937354.8525390625,3401.284138267349_361.8337903791952_2937354.8525390625,1.1217055192162344,6.4993040912593685,1.6693535962314343,0.0
2116,2116,2116,388.8109337848738,3402.833388300941,3394.63529912376,3415.42645112421,703441.78125,3402.833388300941_388.8109337848738_703441.78125,0.0,9.256360929034727,0.0,
2117,2117,2117,621.7336358236654,3400.5235221330668,3391.59251061822,3412.40450660133,1326339.955078125,3400.5235221330668_621.7336358236654_1326339.955078125,0.0,6.701180038801679,0.0,
2119,2119,2119,538.283923094261,3398.311644305309,3379.53994063284,3430.52212575816,19772259.22265625,3398.311644305309_538.283923094261_19772259.22265625,1.3443454257936227,14.909187090221094,0.0,0.0
2130,2130,2130,514.7046941120144,3414.5108527841912,3397.52454964065,3430.52212575816,1027782.9399414062,3414.5108527841912_514.7046941120144_1027782.9399414062,0.5276216151255475,13.59901838328352,0.0,0.0
2131,2131,2131,711.3216566655651,3417.3132072197154,3400.31966356182,3427.50290767098,1241335.4892578125,3417.3132072197154_711.3216566655651_1241335.4892578125,1.181570399962918,7.091417563350447,0.0,
2137,2137,2137,525.1973946796327,3420.227606600713,3409.38248113536,3433.43687573814,1429039.1865234375,3420.227606600713_525.1973946796327_1429039.1865234375,0.696980312746347,12.745910886374467,0.0,0.0
2138,2138,2138,470.22320213091706,3426.630741502274,3412.40450660133,3438.76176408672,1543101.482421875,3426.630741502274_470.22320213091706_1543101.482421875,0.0,4.718201824752845,0.0,0.0
2142,2142,2142,636.2726015843364,3424.7221931213367,3412.40450660133,3441.27198366069,2967636.3979492188,3424.7221931213367_636.2726015843364_2967636.3979492188,0.0,5.094797068059856,0.0,0.0
2146,2146,2146,495.6044862523368,3443.165350963834,3421.45978561785,3463.20010963821,4043312.947265625,3443.165350963834_495.6044862523368_4043312.947265625,0.0,4.80366149755654,0.0,
2147,2147,2147,512.2707271214107,3442.647432047483,3427.50290767098,3458.16465107343,7377211.353515625,3442.647432047483_512.2707271214107_7377211.353515625,0.7599858687109395,6.912878197629272,0.0,0.0
2152,2152,2152,567.7981582355685,3447.0480534467624,3430.52212575816,3469.8363566770504,4510167.91796875,3447.0480534467624_567.7981582355685_4510167.91796875,0.8469798477291332,8.743606318391016,0.0,
2156,2156,2156,633.2633607153696,3446.896559955928,3430.52212575816,3463.20010963821,1546787.138671875,3446.896559955928_633.2633607153696_1546787.138671875,0.0,8.160530513767775,0.0,
2158,2158,2158,562.2300898098398,3455.218319706191,3441.27198366069,3465.5548556223,826552.3359375,3455.218319706191_562.2300898098398_826552.3359375,0.084326288156606,5.442951769261371,0.0,0.0
2161,2161,2161,441.2962103275687,3456.990739761437,3436.14893964672,3513.89476112268,1908438.2524414065,3456.990739761437_441.2962103275687_1908438.2524414065,0.0,6.359967771825636,1.0848291070018006,0.0
2163,2163,2163,635.3457943777539,3460.039701486958,3447.80859867477,3480.18676010514,3066001.5908203125,3460.039701486958_635.3457943777539_3066001.5908203125,0.0,6.871103098516914,0.0,
2164,2164,2164,397.5074613107643,3459.785050880199,3453.43497613812,3474.3934646024704,1312666.0458984375,3459.785050880199_397.5074613107643_1312666.0458984375,0.0,4.179057502041555,0.0,
2169,2169,2169,739.8530174649544,3466.767299670364,3453.43497613812,3478.51762870695,1408679.5908203125,3466.767299670364_739.8530174649544_1408679.5908203125,0.0,7.402012332158191,0.0,
2170,2170,2170,441.2321270861261,3463.1579763816026,3455.79081658266,3476.54478565599,1522403.734375,3463.1579763816026_441.2321270861261_1522403.734375,0.0,5.889878939204015,1.292260643814107,0.0
2171,2171,2171,505.74985984856505,3468.780067307322,3455.79081658266,3485.9163861646803,2226352.178710937,3468.780067307322_505.74985984856505_2226352.178710937,0.0,7.786491940211058,0.0,
2174,2174,2174,532.3151645333929,3461.921443522528,3453.43497613812,3478.51762870695,2147487.776611328,3461.921443522528_532.3151645333929_2147487.776611328,0.1910719593960138,4.618870115802469,0.0,0.0
2177,2177,2177,587.8155873054159,3477.302645676782,3460.6917500867703,3498.08244112872,3842984.451171875,3477.302645676782_587.8155873054159_3842984.451171875,1.3743422961607428,6.717908067736081,0.0,0.0
2178,2178,2178,457.2604427908105,3469.8984575744144,3458.16465107343,3484.67583469296,3274574.65234375,3469.8984575744144_457.2604427908105_3274574.65234375,0.0,10.543515792645726,0.0,0.0
2181,2181,2181,446.5365617559574,3473.6925159393395,3455.79081658266,3498.08244112872,5753100.189453125,3473.6925159393395_446.5365617559574_5753100.189453125,1.1998000757068783,11.654542754953706,0.0,
2186,2186,2186,472.5834108749633,3487.146996305242,3474.3934646024704,3499.27184168244,1090265.4360351562,3487.146996305242_472.5834108749633_1090265.4360351562,0.0,5.34068329917871,0.0,
2197,2197,2197,535.7623561352199,3492.317800179883,3472.08999411009,3511.89247266195,5608980.159179688,3492.317800179883_535.7623561352199_5608980.159179688,1.0025824617848929,8.624229688755564,0.0,
2211,2211,2211,649.2497302149668,3500.5445425933176,3485.9163861646803,3509.83807770156,775615.525390625,3500.5445425933176_649.2497302149668_775615.525390625,0.0,5.602848746008744,0.0,0.0
2215,2215,2215,371.5290967703581,3502.842670784228,3495.8041241541,3515.8922416343703,825499.88671875,3502.842670784228_371.5290967703581_825499.88671875,0.0,5.791474991069188,0.0,
2216,2216,2216,403.5579396822762,3511.903068980768,3495.8041241541,3513.89476112268,2023223.775390625,3511.903068980768_403.5579396822762_2023223.775390625,0.0,4.514978207698953,0.0,
2219,2219,2219,473.8892536331584,3502.623716658086,3489.61984518909,3515.8922416343703,3098136.3056640625,3502.623716658086_473.8892536331584_3098136.3056640625,0.0,4.1899539563929,0.0,
2221,2221,2221,502.6939761470954,3504.394919436468,3489.61984518909,3511.89247266195,2021344.82421875,3504.394919436468_502.6939761470954_2021344.82421875,0.0,4.164463064645045,0.0,
2227,2227,2227,517.7421466177697,3515.895456515424,3495.8041241541,3517.38300613308,2888110.91796875,3515.895456515424_517.7421466177697_2888110.91796875,0.0,7.087008378351077,0.0,0.0
2229,2229,2229,579.7607203765655,3506.861387126696,3491.31595412637,3515.8922416343703,4023137.662109375,3506.861387126696_579.7607203765655_4023137.662109375,0.0,6.38265518948546,0.0,
2248,2248,2248,618.243219285548,3582.7518443297704,3572.84794322397,3600.07538322354,7716480.626953125,3582.7518443297704_618.243219285548_7716480.626953125,0.4116112161839448,4.635455459818866,0.0,
2254,2254,2254,570.2899453164695,3580.4627416776584,3571.53309813882,3594.06569663427,4316319.3671875,3580.4627416776584_570.2899453164695_4316319.3671875,0.6859007643490626,5.074565594038743,0.0,
2264,2264,2264,395.9044559160285,3600.1339823758512,3580.9652166738297,3621.24150911712,2753894.6796875,3600.1339823758512_395.9044559160285_2753894.6796875,0.0,13.429024012847496,0.0,
2265,2265,2265,530.7800529164026,3586.9604850706723,3583.3503256215904,3603.11810366058,1491886.44140625,3586.9604850706723_530.7800529164026_1491886.44140625,0.0,4.844703756202857,0.0,
2269,2269,2269,625.8178478480843,3592.2698365294,3582.05624512575,3603.11810366058,2616669.9033203125,3592.2698365294_625.8178478480843_2616669.9033203125,1.4006644028184685,8.295799623526984,0.0,
2270,2270,2270,441.887680250694,3587.618008414078,3578.0831106081,3612.17614916706,4298997.320800781,3587.618008414078_441.887680250694_4298997.320800781,0.0,6.3558059162563865,0.0,
2275,2275,2275,802.8051305038085,3597.7321026150707,3584.94442109013,3609.1601370945,1609070.0897216797,3597.7321026150707_802.8051305038085_1609070.0897216797,0.0,9.187529873143724,0.0,
2276,2276,2276,436.515993129864,3607.123792133794,3589.30558816338,3627.28572157764,8018082.396484375,3607.123792133794_436.515993129864_8018082.396484375,0.0,6.476367839328378,0.0,
2277,2277,2277,444.7562115771339,3601.2081457325744,3587.04905859375,3621.24150911712,4646127.951171875,3601.2081457325744_444.7562115771339_4646127.951171875,0.6136765221034013,13.968381232879462,0.0,0.0
2280,2280,2280,499.2345884327338,3600.174621176824,3594.06569663427,3615.19656161214,1436564.2825927734,3600.174621176824_499.2345884327338_1436564.2825927734,0.0,8.99434200492422,0.0,0.0
2281,2281,2281,507.2623128205379,3602.2672609154447,3591.50756517792,3618.21916953468,1020883.2607421876,3602.2672609154447_507.2623128205379_1020883.2607421876,0.0,5.487033213617335,0.0,0.0
2282,2282,2282,646.2873867455658,3607.299309376372,3587.04905859375,3627.28572157764,7020373.896484375,3607.299309376372_646.2873867455658_7020373.896484375,1.7024294219670546,8.745086709961637,0.0,
2284,2284,2284,705.7932712944763,3600.150594821688,3591.50756517792,3615.19656161214,1146544.080078125,3600.150594821688_705.7932712944763_1146544.080078125,0.0,9.85328300419323,0.0,
2287,2287,2287,392.5531432774195,3609.064180198863,3600.07538322354,3621.24150911712,598111.56640625,3609.064180198863_392.5531432774195_598111.56640625,0.0,4.993700160625859,0.0,
2289,2289,2289,459.9107526288533,3604.877726111434,3584.94442109013,3618.21916953468,1689559.341796875,3604.877726111434_459.9107526288533_1689559.341796875,0.5597876600285813,4.527125297076736,0.0,
2291,2291,2291,547.760355984873,3617.805390477827,3600.07538322354,3633.4132826700297,4051603.2109375,3617.805390477827_547.760355984873_4051603.2109375,0.0,9.217918535621068,0.0,0.0
2295,2295,2295,451.7679273440922,3601.8258502029216,3591.50756517792,3621.24150911712,1216797.75390625,3601.8258502029216_451.7679273440922_1216797.75390625,0.3209115196263654,5.952614816646671,0.0,0.0
2299,2299,2299,389.8564514452632,3626.926659812143,3615.19656161214,3650.90943018342,3216000.2109375,3626.926659812143_389.8564514452632_3216000.2109375,0.0,11.920354802553916,0.0,0.0
2300,2300,2300,417.1712411241281,3616.714779929057,3597.0318256988403,3650.90943018342,7105175.613891602,3616.714779929057_417.1712411241281_7105175.613891602,1.0972551140547735,9.25027519327017,0.0,0.0
2302,2302,2302,622.8358875857647,3609.121915708355,3603.11810366058,3621.24150911712,799980.90625,3609.121915708355_622.8358875857647_799980.90625,0.0,4.536297477260973,0.0,
2304,2304,2304,458.2892543454867,3611.668501972145,3582.05624512575,3630.35211006546,2794733.116333008,3611.668501972145_458.2892543454867_2794733.116333008,0.0,5.630217526176073,0.0,0.0
2306,2306,2306,573.7752493561644,3611.827924195932,3591.50756517792,3633.4132826700297,7462282.297851562,3611.827924195932_573.7752493561644_7462282.297851562,0.0,5.327757872399593,0.0,0.0
2308,2308,2308,518.2972115023865,3626.531044476106,3612.17614916706,3639.3890401497,2149037.5263671875,3626.531044476106_518.2972115023865_2149037.5263671875,0.0,5.59402903329585,0.0,0.0
2311,2311,2311,356.5452911449576,3622.6988419437776,3612.17614916706,3633.4132826700297,1040288.6259765624,3622.6988419437776_356.5452911449576_1040288.6259765624,0.7155990243559841,11.07198390126066,0.0,
2314,2314,2314,543.7280421031375,3618.1732641743406,3615.19656161214,3630.35211006546,890811.0625,3618.1732641743406_543.7280421031375_890811.0625,0.0,6.2039950295827655,0.0,0.0
2316,2316,2316,852.3796554454627,3620.96525825442,3606.1389230861696,3636.4517707004698,1751585.9248046875,3620.96525825442_852.3796554454627_1751585.9248046875,0.0,9.15815291116073,0.0,
2317,2317,2317,493.25885401882766,3618.836626029604,3591.50756517792,3639.3890401497,10779352.157226562,3618.836626029604_493.25885401882766_10779352.157226562,0.0,11.935505603957589,0.0,
2321,2321,2321,498.754883779866,3630.928015676213,3612.17614916706,3636.4517707004698,1919884.3984375,3630.928015676213_498.754883779866_1919884.3984375,0.0,8.038087724448587,0.0,0.0
2323,2323,2323,580.9606151937597,3634.88193166802,3621.24150911712,3650.90943018342,2621577.858398437,3634.88193166802_580.9606151937597_2621577.858398437,1.1097815745407935,6.555397103334654,0.0,
2324,2324,2324,640.7824324618463,3622.4516054562873,3591.50756517792,3653.8236310854,13951949.068359377,3622.4516054562873_640.7824324618463_13951949.068359377,0.2815327764048796,10.65210460396316,0.0,0.0
2329,2329,2329,524.7687233606586,3633.190502710882,3621.24150911712,3639.3890401497,628614.421875,3633.190502710882_524.7687233606586_628614.421875,0.0,5.475627431783465,0.0,
2330,2330,2330,564.8031349245452,3637.441360287515,3624.26341465854,3650.90943018342,1744260.3461914062,3637.441360287515_564.8031349245452_1744260.3461914062,1.2335290495627,11.112266444684874,0.0,0.0
2332,2332,2332,615.2942931839829,3626.2036473272105,3609.1601370945,3639.3890401497,1692050.02734375,3626.2036473272105_615.2942931839829_1692050.02734375,1.0411087047195564,8.572086736852645,0.0,0.0
2337,2337,2337,447.2593803251163,3623.903983161443,3606.1389230861696,3662.20741514112,1385730.7548828125,3623.903983161443_447.2593803251163_1385730.7548828125,0.0,7.980183404455621,0.0,0.0
2339,2339,2339,410.1639697279351,3630.9118956815632,3621.24150911712,3648.04590073968,1376489.3955078125,3630.9118956815632_410.1639697279351_1376489.3955078125,0.0,6.56884852580193,0.0,
2341,2341,2341,703.349092053774,3629.8591033794114,3612.17614916706,3650.90943018342,2402085.7109375,3629.8591033794114_703.349092053774_2402085.7109375,0.0,8.344465777528374,0.0,
2345,2345,2345,532.7563134104466,3643.4231933266783,3630.35211006546,3650.90943018342,1870624.7734375,3643.4231933266783_532.7563134104466_1870624.7734375,0.9754720697037784,7.163260734474244,0.0,0.0
2348,2348,2348,667.7731347199106,3640.353717988631,3621.24150911712,3656.39689961814,5702412.288574219,3640.353717988631_667.7731347199106_5702412.288574219,1.493520484944272,8.20066932711762,0.0,
2354,2354,2354,761.8324310963302,3644.848567479447,3627.28572157764,3658.41232923411,2686029.897460937,3644.848567479447_761.8324310963302_2686029.897460937,0.0,8.631305201762485,0.0,
2357,2357,2357,523.7426288499676,3645.581010701578,3636.4517707004698,3663.8017456903503,3855602.958984375,3645.581010701578_523.7426288499676_3855602.958984375,0.0,11.032790261466683,0.0,0.0
2360,2360,2360,474.59958681899576,3655.614165008712,3639.3890401497,3671.10054866217,8173366.3359375,3655.614165008712_474.59958681899576_8173366.3359375,2.0177074768148016,8.212358241737393,0.0,
2363,2363,2363,711.3953881699128,3658.5998581465137,3645.1443821563807,3663.8017456903503,1385543.62890625,3658.5998581465137_711.3953881699128_1385543.62890625,0.0,5.700819981987602,0.0,0.0
2370,2370,2370,526.7627548580876,3654.852763286835,3648.04590073968,3669.1019746437,2560431.1259765625,3654.852763286835_526.7627548580876_2560431.1259765625,0.0,6.281324896005238,0.0,0.0
2372,2372,2372,556.2549741641712,3665.646946201976,3653.8236310854,3680.60921768094,3694355.150390625,3665.646946201976_556.2549741641712_3694355.150390625,0.0,7.174597178024596,0.0,0.0
2374,2374,2374,503.7694879136513,3667.290045692425,3662.20741514112,3680.60921768094,1156932.15234375,3667.290045692425_503.7694879136513_1156932.15234375,0.0,6.484449059928359,0.0,
2377,2377,2377,617.7958151029404,3656.941587802622,3618.21916953468,3695.25024870777,30047621.166015625,3656.941587802622_617.7958151029404_30047621.166015625,0.5410284704682593,4.527061172618828,0.0,0.0
